Funder,Year,GLRI Amount,Project Type,Project Title,Recipient Name,Project Description,Focus Area,Project Start Date,Project End Date,Affected States,Latitude,Longitude
EPA,2011,"$5,088,500 ",New Project,Wisconsin Deaprtment of Natural Resources,Wisconsin Department of Natural Resources,"The Wisconsin Department of Natural Resources will implement six habitat restoration projects and conduct three unique assessments within the Sheboygan River Area of Concern (AOC). Habitat restoration projects will enhance approximately one mile of river shoreline, improve ten acres of wetland in the Sheboygan River floodplain, treat twelve acres of riparian area affected by non-native vegetation, and enhance one mile of riverine aquatic habitat. Assessments will document contaminants present in waterfowl, evaluate incidence of fish tumors, and quantify the benthic and open water invertebrate community of the Sheboygan River. The expected outcome of these projects is the removal of up to six Beneficial Use Impairments present in this AOC.",1 - Toxic Substances and Areas of Concern,7/19/2011,12/30/2016,WI,43.749273,-87.705746
EPA,2011,"$250,000 ",New Project,Xenobiotics in Fish from New York's Great Lakes Waters-Phase 2,New York State Dept. of Environmental Conservation,The New York State Department of Environmental Conservation will produce updated fish contaminant data for chemicals that impact human and ecosystem health in the St. Lawrence River. This project is phase two (of four phases) of a fish sampling project that was funded by a GLRI FY2010 grant to measure legacy and other emerging chemicals of concern in the St. Lawrence River/Massena Area of Concern (AOC). The New York State Department of Health and the St. Regis Mohawk Tribe will evaluate the data to produce appropriate fish consumption advisories for New York State and Tribal waters. These data will determine the status of the Restrictions on Fish and Wildlife Consumption Beneficial Use Impairment for this AOC.,1 - Toxic Substances and Areas of Concern,7/1/2011,9/30/2016,NY,42.42346,-74.79492
EPA,2012,"$301,098 ",Increase,Chicago as a Source of Air Toxics to Lake Michigan,University of Iowa,This project will investigate the importance of the Chicago region as a source of persistent organic pollutants to Lake Michigan. The overall goal of the project is to better understand the relationship between the observed concentrations of persistent organic pollutants in Chicago’s air and their subsequent deposition into Lake Michigan. This work will identify and quantify hotspots of emission sources of persistent organic pollutants in Chicago for potential source reduction and/or remediation.,1 - Toxic Substances and Areas of Concern,9/1/2010,8/31/2015,Multi-state,41.946606,-87.644046
EPA,2012,"$857,231 ",Increase,Enhance Wisconsin Fish Advisory Program,Wisconsin Department of Health and Family Services,"This five year project includes several activities needed to improve Wisconsin's fish consumption advisories: assessment of essential nutrients and contaminants in Great Lakes fish; consumer focus groups; serial evaluation of advisory awareness and fish consumption; contaminant body burdens and health status among elderly men who eat frequent meals of Great Lakes fish; and the development of interactive web pages and electronic media outreach tools. Fish and human tissues will be analyzed for selenium, omega-3 fatty acids, polychlorinated biphenyls (including PCB11), brominated flame retardants, perflourinated organic acids, toxaphene, DDE, and toxic metals.",1 - Toxic Substances and Areas of Concern,9/1/2010,2/28/2017,WI,43.072,-89.3818
EPA,2012,"$171,482 ",Increase,Enhancing Integrated Atmospheric Deposition Network With Passive Samplers,University of Rhode Island,This project will support Annexes 12 and 15 of the GLWQA and the Toxic Substances and Areas of Concern focus area of the GLRI by enhancing the Integrated Atmospheric Deposition Network (IADN) with passive samplers. Samplers will be deployed in the atmosphere and surface water along coastal stations and mid-lake to: (i) assess the extent to which atmospheric concentrations of persistent bioaccumulative toxics (PBTs) vary across Lakes Erie and Ontario; (ii) determine the amount of atmospheric PBTs being transferred to Lakes Erie and Ontario; and (iii) detect emerging contaminants of concern across Lakes Erie and Ontario. This work will also identify source regions of PBTs for potential source reduction and better measure the progress of restoration efforts.,1 - Toxic Substances and Areas of Concern,9/1/2010,8/30/2015,Multi-state,43.044805,-79.189453
EPA,2012,"$314,273 ",Increase,Great Lakes Sediment Surveillance Program (GLSSP),University of Illinois-Chicago,"This project will investigate the presence of persistent, bioaccumulative and toxic substances (PBTs), and determining the spatial distribution and temporal trend of PBTs in the Great Lakes through sedimentary records. Sediment samples will be collected in all 5 Great Lakes and selected inland lakes, age-dated and analyzed for PBTs. The program will make high quality data available to the public and the Great Lakes scientific community.",1 - Toxic Substances and Areas of Concern,9/1/2010,8/31/2015,IL,41.879235,-87.677716
EPA,2012,"$1,000,000 ",Increase,Great Lakes Sediment Surveillance Program (GLSSP),University of Illinois-Chicago,"This project will investigate the presence of persistent, bioaccumulative and toxic substances (PBTs), and determining the spatial distribution and temporal trend of PBTs in the Great Lakes through sedimentary records. Sediment samples will be collected in all 5 Great Lakes and selected inland lakes, age-dated and analyzed for PBTs. The program will make high quality data available to the public and the Great Lakes scientific community.",1 - Toxic Substances and Areas of Concern,9/1/2010,8/31/2015,IL,41.879235,-87.677716
EPA,2012,"$199,969 ",New Project,Identifying Current and Historical Sources of Mercury in the Great Lakes,University of Wisconsin,"This project is designed to test and validate an emerging technique for identifying sources of mercury. Recent advances in analytical instrumentation now allow for ultra-high precision chemical analysis (“fingerprinting”) of many chemicals, including mercury. An improved ability to identify mercury sources impacting polluted areas will help environmental professionals evaluate the potential effectiveness of various types of clean-up methods and will help environmental managers reduce mercury exposure and risk.",1 - Toxic Substances and Areas of Concern,9/1/2012,8/31/2015,WI,43.07,-89.4
EPA,2012,"$187,176 ",New Project,Measuring Perfluorinated Compounds in Michigan Surface Waters and Fish,Michigan Department of Community Health,"The Michigan Department of Community Health, with the assistance of the Michigan Department of Environmental Quality, will measure the levels of Perflourinated Compounds (PFCs) in Michigan surface waters and fish. Based on these measurements, the two agencies will work together to develop fish consumption guidelines and to better inform the public about PFC-related risks to human health and the environment.",1 - Toxic Substances and Areas of Concern,9/1/2012,2/28/2015,MI,42.726,-84.485
EPA,2012,"$351,743 ",New Project,Measuring Perfluorinated Compounds in Michigan Surface Waters and Fish,Michigan Department of Community Health,"The Michigan Department of Community Health, with the assistance of the Michigan Department of Environmental Quality, will measure the levels of Perflourinated Compounds (PFCs) in Michigan surface waters and fish. Based on these measurements, the two agencies will work together to develop fish consumption guidelines and to better inform the public about PFC-related risks to human health and the environment.",1 - Toxic Substances and Areas of Concern,9/1/2012,2/28/2015,MI,42.726,-84.485
EPA,2012,"$192,258 ",New Project,Medical Screening to Predict Elevated Prenatal Mercury Levels,University of Illinois-Chicago,"The project will recruit heath care providers in Great Lakes communities and their prenatal patients to participate in a study evaluating the link between fish consumption and blood mercury levels. The study will focus on several distinct demographic groups, including recreational anglers and tribal members that rely heavily on Great Lakes fish in their diet. The primary focus of the study is to determine whether a single question about fish consumption can serve as an effective screening tool to predict which prenatal patients are likely to have elevated blood mercury levels and a consequent increase in potential health risks to their unborn children.",1 - Toxic Substances and Areas of Concern,9/30/2012,12/31/2017,IL,41.87,-87.65
